               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  54,            0.032493,            0.015507,            0.010605,             0.31971,             0.33333,             0.44711,             0.32015,            0.021267,           0.0081077,           0.0072159,             0.00417,             0.00417,             0.00417
                  55,            0.025812,            0.016539,           0.0096984,             0.31833,             0.33333,             0.23821,             0.16363,            0.022599,           0.0087951,            0.011542,             0.00406,             0.00406,             0.00406
                  56,            0.035915,            0.015801,            0.018468,             0.28664,             0.33333,             0.19437,             0.13456,            0.024363,           0.0091432,            0.015137,             0.00395,             0.00395,             0.00395
                  57,            0.019336,            0.014687,            0.010685,             0.45181,             0.33333,             0.47329,             0.33716,            0.020042,            0.008094,            0.036182,             0.00384,             0.00384,             0.00384
                  58,            0.026484,            0.014852,            0.012798,             0.35048,             0.33333,             0.47938,             0.38733,            0.021275,           0.0075533,            0.058594,             0.00373,             0.00373,             0.00373
                  59,            0.021235,            0.014568,           0.0082022,             0.38581,             0.66667,             0.34362,             0.23097,            0.017025,            0.007646,            0.039917,             0.00362,             0.00362,             0.00362
                  60,             0.03315,            0.016176,            0.014358,              0.6655,             0.66667,             0.45619,             0.31203,            0.017489,           0.0080513,            0.038293,             0.00351,             0.00351,             0.00351
                  61,            0.030746,            0.015897,            0.009513,             0.64469,             0.66667,             0.45314,               0.299,            0.017203,           0.0086517,              0.0297,              0.0034,              0.0034,              0.0034
                  62,            0.032688,            0.015083,            0.013994,             0.63989,             0.66667,             0.45387,             0.29546,            0.019608,           0.0082842,            0.028101,             0.00329,             0.00329,             0.00329
                  63,            0.025158,            0.014902,            0.011361,             0.64345,             0.66667,             0.45603,             0.28464,            0.018215,           0.0083414,            0.028369,             0.00318,             0.00318,             0.00318
                  64,            0.033288,            0.015906,            0.015299,             0.63587,             0.66667,             0.45708,             0.30775,            0.019808,           0.0083438,            0.026379,             0.00307,             0.00307,             0.00307
                  65,            0.029556,            0.016426,            0.010653,             0.63302,             0.66667,             0.45983,             0.42899,            0.014185,           0.0089256,            0.019263,             0.00296,             0.00296,             0.00296
                  66,            0.029881,            0.014816,             0.01493,             0.66468,             0.66268,             0.46201,             0.33473,            0.022882,           0.0086621,           0.0094757,             0.00285,             0.00285,             0.00285
                  67,            0.027985,            0.014084,            0.012668,             0.65067,             0.63468,             0.45484,             0.42039,            0.020517,           0.0085066,           0.0084747,             0.00274,             0.00274,             0.00274
                  68,             0.02585,            0.015292,            0.010774,             0.64579,             0.62492,             0.45202,             0.42026,            0.021619,             0.00848,           0.0089386,             0.00263,             0.00263,             0.00263
                  69,            0.022651,            0.013222,            0.010309,             0.66464,              0.6626,             0.44522,              0.4007,            0.024675,           0.0085437,           0.0094574,             0.00252,             0.00252,             0.00252
                  70,            0.020252,            0.014868,           0.0077681,             0.65343,             0.66667,             0.44948,             0.41374,            0.023511,           0.0083986,           0.0099548,             0.00241,             0.00241,             0.00241
                  71,            0.022924,            0.014466,           0.0092596,             0.63861,             0.66667,             0.44919,             0.40188,            0.021123,           0.0084228,            0.011731,              0.0023,              0.0023,              0.0023
                  72,            0.016727,             0.01369,           0.0077869,             0.64713,             0.66667,             0.44877,              0.3044,            0.019704,           0.0086033,            0.012497,             0.00219,             0.00219,             0.00219
                  73,            0.024334,            0.015195,            0.011407,             0.64257,             0.66667,             0.44933,             0.30448,            0.018526,           0.0088515,            0.014581,             0.00208,             0.00208,             0.00208
                  74,             0.02653,            0.014876,            0.016713,              0.6377,             0.66667,             0.44527,             0.30123,            0.017894,           0.0086863,            0.019446,             0.00197,             0.00197,             0.00197
                  75,            0.019206,            0.012837,            0.010817,             0.64565,             0.66667,             0.44541,             0.30356,            0.019707,           0.0082487,            0.024884,             0.00186,             0.00186,             0.00186
                  76,            0.025488,            0.014608,            0.018194,             0.64846,             0.66667,              0.4498,             0.28628,            0.019387,           0.0083092,            0.026312,             0.00175,             0.00175,             0.00175
                  77,            0.021743,            0.014544,            0.010634,              0.6554,             0.66667,             0.45152,             0.31691,            0.019612,           0.0084808,             0.02514,             0.00164,             0.00164,             0.00164
                  78,            0.024209,            0.015233,            0.012451,             0.65642,             0.66667,             0.45285,             0.31773,            0.020792,           0.0085638,            0.025653,             0.00153,             0.00153,             0.00153
                  79,            0.022085,            0.015167,            0.014323,             0.65643,             0.66667,             0.45421,             0.30216,            0.018926,           0.0088789,            0.024023,             0.00142,             0.00142,             0.00142
                  80,            0.020527,            0.013334,           0.0074582,              0.6566,             0.66667,             0.45433,             0.30622,            0.018951,           0.0089281,            0.023944,             0.00131,             0.00131,             0.00131
                  81,            0.018319,            0.014857,           0.0071797,             0.66259,             0.66667,             0.45365,             0.29608,            0.019229,           0.0090691,            0.023425,              0.0012,              0.0012,              0.0012
                  82,            0.028007,            0.014662,            0.014094,             0.66301,             0.66667,             0.45458,             0.30709,            0.019365,           0.0093157,            0.022021,             0.00109,             0.00109,             0.00109
                  83,             0.02625,            0.014097,            0.010911,             0.66173,             0.66667,             0.45512,             0.32877,            0.020576,           0.0093922,            0.021674,             0.00098,             0.00098,             0.00098
                  84,            0.029459,            0.012233,           0.0091628,             0.66182,             0.66667,             0.45458,             0.32859,            0.020596,           0.0093922,            0.021448,             0.00087,             0.00087,             0.00087
                  85,            0.025147,            0.014321,            0.020375,             0.66414,             0.66667,             0.45458,             0.31558,            0.020761,           0.0095018,            0.020782,             0.00076,             0.00076,             0.00076
                  86,            0.021592,             0.01311,            0.009031,             0.66573,             0.66479,             0.45446,             0.31542,            0.019993,           0.0096114,            0.020465,             0.00065,             0.00065,             0.00065
                  87,            0.022608,            0.013023,            0.014577,             0.66209,             0.66667,             0.45526,             0.31587,            0.019595,           0.0096235,            0.021222,             0.00054,             0.00054,             0.00054
                  88,            0.021573,            0.014847,           0.0085412,             0.66315,             0.66667,             0.45446,             0.31598,            0.019303,           0.0096751,            0.021191,             0.00043,             0.00043,             0.00043
                  89,            0.019219,            0.013186,           0.0081463,             0.66506,             0.66346,             0.45471,             0.31669,            0.019126,           0.0097234,             0.02124,             0.00032,             0.00032,             0.00032
